age,income,credit_score,loan_amount,approved
44,66270,610,42520,1
64,92979,518,1214,0
51,64014,694,39370,1
64,84880,652,42156,0
68,35665,540,11176,1
44,60542,509,29889,0
69,56968,831,19569,0
30,43481,395,40502,1
69,90558,656,20935,0
69,72644,326,34111,0
22,66954,593,24843,0
51,29145,642,11575,1
45,70494,653,20809,0
24,80835,375,37711,0
31,85506,530,7521,0
37,63064,679,32117,1
64,42954,341,46585,1
22,59051,714,16224,1
26,26574,532,15955,0
29,52381,824,28195,1
25,46039,847,11577,1
40,25331,374,5236,0
49,50412,603,12492,0
41,37458,549,5354,0
29,34058,703,34679,0
48,55341,830,49848,1
28,55165,777,35616,1
51,78425,689,13517,0
40,20418,508,18932,0
47,71236,765,18968,1
28,57357,701,49940,0
41,57972,503,1359,0
48,60657,597,3695,0
43,69690,555,40762,0
26,89975,355,1631,0
23,76040,558,46374,0
25,46794,794,26030,0
29,29905,765,41433,0
27,86401,342,15394,0
24,46926,711,49204,0
59,66052,436,13092,0
25,64228,639,18328,0
31,51046,573,20709,1
35,24671,644,9118,0
54,80971,320,45088,0
33,70187,453,20518,1
68,44871,834,2473,1
27,86962,800,22034,0
60,84140,480,39040,0
26,96593,806,32179,0
59,53460,783,33514,0
50,49171,302,16812,0
42,76745,653,49779,0
45,53835,457,19458,0
48,86668,837,18655,1
40,78465,764,20394,1
59,27612,473,43165,0
23,29433,797,16925,1
25,20946,715,32155,1
21,64107,539,49756,0
35,21615,501,35572,0
46,98387,621,11514,0
23,93790,437,14150,0
60,75221,403,5723,1
61,53161,619,2117,0
67,52598,701,30753,1
62,95229,419,14343,1
54,20388,368,32593,0
25,69739,361,47640,0
51,99437,420,36429,0
33,49307,815,11084,1
63,93205,704,47733,1
21,77623,669,34837,0
42,80816,400,11843,1
35,84885,531,12452,1
46,65241,471,27131,1
38,72137,518,39552,0
68,41014,631,12722,1
29,54198,547,2724,1
21,34309,461,36064,1
63,49925,791,25534,1
29,36176,606,15066,1
43,90603,715,43734,1
63,38422,449,45080,1
65,40517,318,41464,1
22,74503,319,39898,0
34,48514,655,11180,0
58,22215,313,23070,0
60,36486,600,5832,0
38,94482,602,46005,1
36,32249,538,46726,1
49,43187,330,48879,1
64,73613,399,3368,1
31,59064,762,32748,0
26,91998,706,27994,0
23,62790,394,9678,1
34,97437,408,39020,1
22,66783,458,23528,0
52,85618,346,14117,1
51,62271,655,45041,0
31,44347,829,3021,0
42,75142,501,38709,0
23,80683,562,23023,0
51,91288,849,31812,1
53,80791,327,19748,0
44,23668,317,3596,1
21,70767,308,40966,0
64,96531,827,47189,0
35,54830,617,29585,0
57,61739,339,14463,1
47,70210,772,12764,0
58,55166,393,13286,1
68,31196,357,7594,1
47,38714,649,30151,1
64,65692,574,1645,0
32,70911,838,5038,1
23,65580,585,18458,0
50,74181,344,19830,1
52,73028,714,38805,1
43,47066,335,36565,0
22,84631,605,12339,0
27,63281,337,9444,1
54,69711,538,43705,0
52,90977,758,38528,1
59,67024,466,49037,0
52,71769,512,16037,0
63,30146,665,23081,1
63,53357,620,34108,0
34,75499,604,31624,0
23,36313,481,19365,1
66,47398,382,22530,1
52,29324,403,19748,0
63,27432,476,34911,0
56,40867,581,43986,1
37,54359,665,33037,1
68,89943,779,32568,0
23,50971,535,32815,0
30,70759,744,33276,1
67,56492,628,39678,1
60,73006,366,22817,0
38,61069,747,11283,0
23,97905,587,8239,1
59,50291,487,23871,1
30,37152,704,41456,1
29,85674,661,31172,1
66,69372,454,43954,1
66,73079,407,33812,0
31,71539,301,12171,0
53,22525,342,28463,1
56,29637,428,26795,0
46,68324,475,40725,1
47,76108,389,7448,0
58,54377,551,43113,1
42,80207,394,32307,0
46,42368,780,24755,1
42,45736,644,13114,0
25,37753,674,31705,0
55,23571,355,4033,1
22,46798,358,6033,0
55,53256,699,8192,0
29,67419,389,35792,1
69,96595,353,19685,1
38,50624,508,7012,0
63,29056,345,19863,1
32,83279,417,48868,1
23,38564,516,43808,1
38,31220,453,31615,0
58,31290,811,20687,1
27,72480,829,46554,0
53,40018,604,21599,1
26,75138,492,5769,1
38,29006,457,39577,0
65,63926,452,36795,1
42,99118,334,45758,0
59,46265,406,20507,0
29,35908,637,37433,0
55,91165,713,39461,0
43,38049,569,37212,1
32,30827,845,12447,0
44,89522,818,43492,0
60,60954,723,46357,0
29,87359,487,20494,1
33,82934,800,28174,1
60,74980,568,4000,0
62,74582,559,6915,0
37,20610,347,16012,1
27,56636,407,9179,1
37,31884,440,14145,1
44,71315,648,20674,0
22,70901,844,16851,0
55,41556,834,13478,1
48,66676,738,16608,1
39,98758,814,37730,0
53,31018,423,32130,0
41,56599,611,15892,1
30,87915,495,9590,0
66,42489,844,5975,0
65,68071,331,5066,0
29,32394,808,49949,0
58,34417,576,17320,0
26,47849,558,27174,1
62,55207,530,45996,0
55,81669,494,37518,0
38,44290,592,16735,1
39,35115,535,47141,0
25,52752,844,12006,1
45,66402,481,15198,0
31,44241,308,18250,1
30,69021,503,18077,1
37,58197,827,15568,1
56,84079,545,20789,0
46,56533,808,40041,0
51,97897,484,49130,0
52,94381,662,29562,0
41,99283,385,46001,0
38,87203,316,48937,0
38,66963,494,7444,1
21,51034,304,20853,0
34,34143,705,13012,1
28,88857,474,8170,0
22,89662,431,39323,0
35,39177,409,49700,0
54,94835,752,10622,0
56,66051,527,46452,1
21,91721,847,48676,1
41,72937,790,25485,1
62,79778,567,14819,0
21,93993,813,21907,1
52,35942,640,24561,1
40,87659,604,13190,0
67,37894,667,12680,0
56,73927,768,24447,1
59,76160,524,14068,1
50,56190,484,14025,0
27,28431,708,24796,1
42,77394,721,46779,0
65,77819,599,49189,1
30,52338,849,5802,1
28,51583,555,46998,0
47,33913,533,2566,1
30,34860,542,18810,0
34,52924,764,35857,0
66,93134,687,5362,0
31,57529,649,11478,1
26,52453,511,45874,1
41,96511,590,4536,1
53,74389,809,13129,1
39,74199,806,17753,0
59,51444,633,26288,1
44,68112,724,28046,0
38,38798,437,24431,0
55,80147,417,28297,0
63,31441,479,10129,0
57,87691,521,16098,1
39,67792,669,38584,1
44,82942,459,31315,1
54,52860,503,21526,1
42,32468,827,13335,0
24,78014,411,46442,1
30,54911,514,10516,0
22,75123,725,47257,0
28,81333,832,16650,1
53,37986,345,35851,0
58,55719,356,9132,1
63,79116,785,17793,0
48,95794,714,49857,1
30,21310,730,19558,1
65,83798,430,5659,1
21,91782,317,26879,1
54,40162,711,4333,1
23,36761,442,5123,0
29,39679,605,35860,0
25,94441,716,20021,0
62,32379,839,43534,0
30,67770,412,29116,0
32,79567,675,18034,0
38,33421,787,25433,1
41,68938,393,14560,0
41,30974,300,47769,0
21,22500,754,41443,1
23,80490,761,31881,1
25,71015,448,9994,0
45,69643,377,46683,1
69,93649,378,12718,1
28,31805,547,40156,0
37,27731,309,46846,1
29,71907,520,17512,0
52,31460,426,48775,0
26,31294,340,21577,1
69,30059,713,36509,1
60,51856,477,2137,1
41,27817,381,46764,1
27,23033,685,27839,1
27,32971,816,4915,1
67,85925,632,44841,1
59,76986,595,2406,1
47,50995,740,44465,1
28,94971,794,44148,1
29,39731,828,3782,0
48,20011,420,14869,0
35,95244,494,49023,0
22,38004,797,13185,0
27,42537,452,8200,0
67,44836,643,39615,0
38,28511,415,18920,1
42,32473,340,45296,1
30,30468,403,48290,1
53,75965,547,26720,1
27,88368,663,46143,1
23,20015,565,8082,0
34,96255,685,23041,1
64,89402,448,7694,1
66,35986,502,43356,0
56,22345,673,46205,0
33,28450,324,24904,1
36,35349,752,45511,1
36,86599,756,46000,0
25,36659,310,47990,1
45,63751,560,13757,0
58,41306,817,32183,0
58,89118,524,5440,0
58,86867,571,43594,0
59,28066,345,33280,1
68,46132,707,19029,1
61,98772,313,42572,1
46,86015,835,18776,1
33,40893,664,8290,1
64,88582,553,22940,1
46,87024,706,2743,1
21,33720,788,9593,0
28,47400,411,13396,1
24,48946,500,37657,0
41,46510,601,27512,0
42,68162,404,24865,1
57,50199,527,21547,0
69,44039,724,7068,1
23,39188,787,19510,0
39,27990,752,36459,1
21,28975,486,5273,1
49,24273,622,32796,1
43,91997,638,48159,0
53,60326,382,29485,1
61,71350,641,45356,1
43,28732,446,15390,0
25,92911,634,32137,1
27,33660,522,41687,1
26,44273,675,36385,0
69,85948,547,16139,1
42,75020,763,46836,1
69,46359,723,3907,1
33,91263,567,25710,1
32,35907,697,11296,0
24,98824,560,21104,1
28,39780,719,12033,0
57,24677,742,31560,0
51,66548,740,6430,0
57,27122,779,2892,0
65,70794,746,19585,0
46,21294,607,48731,1
63,68070,443,43570,1
28,60555,846,23960,1
60,28555,629,44596,0
53,22116,460,25115,0
65,30547,606,26562,0
49,32710,616,21751,1
25,88097,426,10202,1
48,58807,755,49988,0
60,60636,303,8827,0
37,51086,791,20039,0
43,75417,685,14270,0
65,55310,804,6371,0
29,59488,485,12336,1
22,73172,361,13255,0
52,21172,580,19051,0
69,59806,580,7449,0
51,73826,661,32724,1
27,48544,482,35287,1
50,46738,430,20081,0
23,63635,485,4055,1
29,46670,694,41138,1
30,79665,342,9001,0
66,44688,303,33987,0
67,75840,624,38565,0
46,92078,497,28787,1
21,46939,658,39439,1
50,72385,305,28604,1
58,20143,463,30484,1
35,72839,678,34761,1
45,91337,478,33503,1
26,47151,346,25099,0
38,74770,736,22937,1
21,92873,686,33565,0
23,44535,352,22442,1
37,62980,586,16910,1
68,82623,682,22893,0
28,28116,636,32208,1
69,78092,482,34291,0
60,67515,530,16334,1
37,33998,749,8421,0
45,50279,688,20539,0
61,85150,692,5259,0
32,72096,584,35469,1
49,73955,462,20374,1
45,70360,403,31466,1
56,72885,462,3994,0
45,34905,605,48276,1
49,83706,570,41083,0
31,32300,840,26325,0
24,38202,708,45717,1
34,89030,374,26927,0
66,86021,784,12703,1
58,56247,612,2920,0
37,26929,411,11299,1
22,65174,547,8347,1
28,48603,790,44027,0
56,65967,779,15445,1
30,24937,624,22789,1
27,70175,661,41139,0
56,98610,784,13555,1
36,85772,720,33115,0
34,43070,708,26382,0
36,31476,707,22718,0
45,72369,429,46945,0
61,38339,424,13975,1
24,42539,583,10484,1
49,77079,487,3877,1
26,20228,737,36345,1
21,74090,343,5242,1
59,85202,821,14466,1
21,43199,304,22386,0
60,32451,675,40412,0
23,99527,474,13928,1
21,32669,458,8610,1
21,92410,543,42534,1
59,82885,328,19069,0
41,43989,686,15483,1
65,88525,453,14133,0
50,92674,301,12917,0
52,54761,634,12087,1
53,55813,760,34938,0
68,91729,355,15118,0
42,36157,697,49732,0
50,72739,631,12557,0
66,84156,826,10672,1
24,51626,673,18797,0
43,24459,344,23553,1
64,90623,831,34456,1
45,70071,423,34891,0
32,34898,529,44539,1
37,61001,634,37200,0
35,34758,420,10880,0
30,67238,555,11862,1
55,35121,781,14415,0
49,66270,816,6530,0
32,67851,613,24754,1
21,80909,636,26042,1
21,68915,376,23412,0
30,68993,399,38881,1
38,54888,595,49814,0
67,33893,557,5166,1
22,51712,736,35444,0
69,49943,822,1751,1
28,25306,839,44607,1
42,85461,418,42327,1
42,44107,694,38926,0
46,30709,796,1083,1
46,34914,548,6324,1
29,48412,306,5664,0
41,85326,712,49950,0
51,36151,735,18204,1
63,84690,818,13253,1
26,25009,751,24396,0
34,69280,319,41619,0
53,81818,302,15269,0
27,80530,712,14388,1
44,21345,319,9047,1
29,96164,744,21901,1
31,59900,526,5409,1
43,49289,645,5982,1
68,49432,639,13173,1
22,84140,350,49291,0
35,39860,672,40864,1
55,25097,652,43551,1
56,47114,329,20844,1
48,80198,777,32306,0
59,33473,543,11751,1
64,83634,707,42103,0
24,44831,714,32051,1
30,42106,322,13048,0
26,96145,352,6278,0
50,79097,341,5295,1
66,90282,461,3955,1
55,50384,453,11119,1
69,82754,626,35060,1
63,72563,708,15198,0
30,36459,814,35966,1
52,51288,672,41196,1
62,56379,765,1967,1
62,93537,793,33002,1
23,95720,824,38502,1
46,32949,749,4050,1
35,64338,355,9175,0
37,91655,403,48913,0
47,55162,474,33041,0
38,54184,621,21760,1
39,82662,367,22578,1
32,93379,824,32383,1
44,46805,791,40528,1
25,28431,631,34367,0
44,48836,598,7269,0
47,82393,342,13725,0
68,24146,498,39310,1
50,50762,391,37155,1
35,63970,789,36196,0
67,90976,843,1045,0
58,68343,335,4501,1
64,97804,581,34685,0
54,45790,504,30009,0
47,39945,472,11704,0
40,41925,589,45683,0
61,27658,717,26686,0
52,45191,587,48879,1
24,57426,401,44360,0
25,92957,750,1267,1
28,29322,420,37432,1
42,76613,356,48325,0
62,42014,406,26958,0
27,90891,538,42036,1
42,95249,712,37283,0
66,84322,320,4476,1
50,40835,832,45156,0
57,64939,715,29664,1
36,30086,597,19184,0
35,54283,310,48614,1
25,86119,653,22110,1
23,51860,385,26371,1
43,46622,524,16302,1
30,69271,493,47577,0
25,72436,402,48612,0
43,60676,601,31889,0
35,72406,347,16354,1
38,83109,592,46856,1
45,50173,321,29973,0
28,24459,474,36222,1
51,87504,632,42536,1
41,55299,316,37662,0
22,71081,695,19854,1
42,94491,375,12897,1
28,74428,502,25274,1
43,74877,532,44410,1
52,48387,414,6123,1
28,51084,395,7150,0
24,20901,573,39300,1
50,50905,675,26199,0
39,58733,633,39374,1
43,50999,648,30514,1
38,76584,798,46660,1
49,21693,475,3823,0
43,75647,662,33044,0
53,54897,344,42416,0
67,56779,678,7718,0
38,21365,729,6449,1
64,28387,606,48342,1
53,91739,715,18226,0
27,52918,542,39663,1
48,25180,436,23776,0
21,50342,357,31123,0
59,76246,468,44415,0
54,72476,761,34921,1
59,70106,709,48902,1
39,64649,683,5395,1
51,92936,744,8074,0
33,63908,772,45601,0
44,47817,541,46823,1
25,75512,523,21483,0
43,96123,421,12382,1
39,54812,807,11319,0
21,58413,543,7165,0
53,39983,520,33976,1
53,76026,434,28608,0
52,43425,334,37338,0
48,25010,466,8950,0
57,73142,561,35451,0
61,93384,633,8409,0
32,64974,364,21804,1
29,67346,409,24261,0
31,69113,710,9373,0
53,79399,694,38621,1
39,37959,308,46309,0
62,91290,481,16341,0
54,22213,342,14264,1
27,70378,605,13253,1
51,29855,412,47957,0
22,94091,618,24747,1
39,68279,732,11818,1
58,25544,530,12526,0
52,41137,779,12123,1
30,91124,714,1294,1
61,59426,435,19146,1
28,84588,811,27444,0
46,95173,714,20506,1
50,24827,346,14603,0
31,58906,441,12995,0
61,97184,384,42977,0
40,58747,730,42459,0
40,35738,392,14599,1
29,99075,729,36563,0
28,30357,728,47285,0
35,58055,458,7563,1
54,63779,417,47754,0
44,68033,456,25186,1
53,79072,732,35149,0
61,24617,492,21607,0
61,71536,556,6422,1
65,62342,767,40227,0
60,30687,531,42349,0
47,26796,720,43891,0
41,72757,377,21595,0
25,79191,677,47269,0
55,59801,547,29010,0
41,79072,674,14488,1
24,26747,811,16371,1
69,77996,320,19257,0
68,27936,375,15706,0
36,52293,637,2681,0
51,32696,721,8365,0
46,33097,783,3820,0
55,26228,725,44096,0
26,80832,439,45806,0
53,68056,612,29458,1
41,76868,768,39776,0
36,82136,819,26900,0
67,73345,455,28005,0
59,34141,480,39371,1
54,87062,503,16915,1
62,52958,828,25866,1
35,87409,576,14994,0
26,27958,724,32992,1
22,96743,632,22631,1
44,92904,328,29232,1
69,27489,360,31423,0
48,44833,360,14457,1
21,28346,319,30876,1
21,58374,355,2847,0
48,65053,629,46157,0
56,63235,503,4873,0
40,59428,739,30443,1
68,77237,483,36539,1
28,38796,345,14718,1
21,67566,740,27929,1
46,75776,344,33675,1
63,85457,763,8897,0
69,88696,745,25510,0
45,48181,307,2706,1
30,23371,313,45326,0
32,79435,528,30610,1
61,62020,401,15367,1
27,56119,800,29911,0
32,87653,596,44867,1
67,91892,328,37795,0
60,54374,653,48115,1
37,52839,773,14728,0
25,91887,742,30837,0
34,32464,602,45044,1
54,20706,515,35876,0
68,35660,650,38182,1
37,82323,823,19360,1
55,22798,323,23180,1
21,45753,815,4779,1
56,61113,307,13472,0
35,69181,413,35621,0
39,49722,537,11278,1
62,88847,361,21327,1
25,81170,426,39481,1
39,49362,599,23190,0
63,71026,459,29889,0
59,67201,819,48027,1
25,68974,737,10593,0
32,32917,700,29271,0
39,61577,543,20567,0
67,37955,494,22433,1
32,76365,758,23209,1
56,43915,505,8480,0
32,81799,370,8114,0
38,94706,716,41452,0
69,28706,727,36725,0
68,83409,795,48311,0
63,37193,331,12311,1
54,92934,511,24080,0
68,36852,821,18586,1
53,37013,762,1036,1
69,26538,546,32892,0
38,70377,428,7535,1
49,67645,632,19568,0
65,41867,374,40307,0
25,98070,389,14848,0
45,56085,351,20220,0
44,73792,311,10389,1
49,25733,345,41161,0
58,98601,591,32555,1
53,55305,436,35968,0
30,67318,396,49551,0
57,77126,461,47239,0
53,85587,387,8229,1
43,99835,352,28605,0
31,89802,408,7241,1
44,31300,344,27801,1
44,87194,460,26925,0
27,48133,584,44667,0
41,98278,617,4023,0
40,36059,590,28232,0
30,82166,730,7024,1
45,33720,685,40201,1
67,78230,836,40918,1
56,96530,352,42704,0
68,40394,679,18700,0
67,20635,413,27691,0
35,96742,611,45740,0
64,84197,557,17063,1
60,64845,444,26931,1
60,42805,802,23112,0
26,79426,589,40986,0
57,45632,651,17328,1
22,31660,561,18342,1
32,46877,839,10854,1
24,94295,435,6724,1
43,58924,635,44485,0
33,67153,789,15428,0
37,79127,573,3227,0
51,68360,521,11768,1
36,68097,635,34314,0
61,44091,422,45044,0
46,51335,822,22549,0
48,92545,817,41867,0
21,87679,833,45035,1
67,59767,514,16164,1
32,79584,714,45224,0
57,63518,702,40397,0
40,85865,684,14082,1
22,32370,812,19139,0
56,33847,840,24640,0
35,71825,696,26559,0
58,90158,584,12713,1
42,58000,699,17150,0
64,78367,404,25882,1
52,87216,802,35133,0
40,67112,339,18745,0
56,58719,648,24735,0
53,47832,521,30491,0
35,92402,741,19485,1
66,45479,363,24695,0
23,69285,303,31943,0
49,66228,755,25320,1
67,71191,317,36425,1
47,24188,641,10708,1
25,55617,309,20353,1
51,23366,673,37845,0
42,72063,665,42403,0
55,98597,650,22997,0
27,35952,398,15277,0
26,38975,718,26123,0
46,24283,333,4080,0
21,79527,648,12398,1
39,40645,751,15878,1
27,31740,475,25885,0
56,76286,346,10411,0
32,25128,517,33458,1
40,66515,520,3764,1
43,94907,310,18736,0
45,75983,489,4634,1
50,70930,385,26981,1
49,75462,844,39545,1
51,28628,629,41406,1
38,95998,718,33470,1
61,58674,480,28698,1
39,79168,583,11429,0
24,61753,834,22892,0
21,46314,348,45169,1
61,27668,301,27030,1
35,87490,453,8207,0
28,99948,444,38646,1
35,94342,598,15147,1
35,38015,614,35658,1
59,41420,837,1164,1
42,97899,643,37043,1
38,84544,328,32518,0
36,72817,414,19255,0
22,95602,565,24487,1
56,67518,781,17724,1
40,26874,409,30878,1
36,84959,704,37476,1
23,62353,433,43323,1
50,31662,551,19235,1
22,34125,812,37985,0
55,72343,804,40089,0
46,39503,583,43283,0
25,76404,423,31020,0
22,81309,496,16111,0
40,35271,701,7688,0
54,20376,831,49090,1
54,38325,631,46085,0
40,20204,768,21210,0
45,96864,613,19129,1
40,27054,365,24034,0
45,75100,544,3169,0
34,46125,658,18267,1
67,38809,620,47247,1
64,47440,425,17356,0
63,37054,660,5778,1
63,84115,582,49182,1
59,72569,329,3535,0
32,23065,631,27034,1
68,54495,684,47166,1
25,25976,524,1630,1
22,40410,596,9184,0
36,58832,539,38778,0
50,56582,668,46109,0
67,87239,370,14334,1
63,80430,581,20261,0
58,93157,604,34192,1
65,33544,558,39735,1
62,92966,466,36070,1
44,69843,569,27507,1
50,97827,831,36851,1
57,63489,741,43394,0
59,91330,727,4060,1
31,52749,436,34884,0
34,51180,805,29537,1
43,29353,745,35187,0
36,66403,561,36252,1
41,77816,749,46326,1
24,42244,404,30467,1
53,95365,598,8943,1
67,68669,396,16711,1
34,68934,304,37727,0
39,33046,440,2624,1
25,70057,675,36554,1
56,42748,811,15411,0
51,67275,483,16035,1
65,86719,500,2157,1
38,30411,645,38566,0
64,82526,329,10210,1
51,64604,423,1520,0
50,53856,769,20763,0
41,53960,787,3520,0
67,25387,623,4893,1
50,72603,583,17083,0
61,81185,592,38966,0
24,53099,372,37661,1
25,70200,550,43659,1
61,32280,426,39297,0
65,22275,521,42828,1
30,58005,630,36824,1
47,26385,452,7666,1
36,70786,630,22566,0
50,80949,596,25986,1
33,93184,770,23566,1
56,23569,356,42748,1
41,45910,800,12141,0
65,73170,302,5909,1
60,89752,777,2438,0
65,91427,468,15263,1
35,81398,373,21042,1
40,74383,461,38682,1
40,51600,841,19028,0
65,36315,388,42607,1
25,44232,617,41415,0
52,46425,369,38081,1
26,95891,799,28373,1
50,86015,395,48076,0
46,63499,674,30866,1
57,74016,652,36700,0
33,70295,833,11798,1
49,74235,519,28919,1
25,77104,696,18570,0
45,43958,765,34545,0
33,82821,373,11467,1
44,67993,798,7486,1
51,41655,365,35940,1
40,41828,569,36119,0
28,69990,715,5882,1
29,76565,806,3514,0
41,79193,446,13073,1
40,60959,395,19921,1
35,65973,629,30103,0
46,47962,505,19997,1
62,96580,533,11931,0
31,22209,702,9612,1
57,84099,630,3925,0
61,95120,782,6073,0
31,31448,466,49263,0
47,87495,799,31537,0
50,20275,393,44166,0
39,41008,479,17418,1
54,80675,649,14309,1
58,78302,538,9630,0
43,97787,502,12992,1
21,40529,513,41088,0
23,35631,565,36687,1
23,99082,406,46422,0
48,67687,673,46421,0
34,91211,570,49642,1
50,76209,615,8950,1
25,31569,334,6140,1
69,69639,846,15905,1
35,58173,300,14990,0
58,75856,408,38645,1
34,60033,410,20747,0
34,58365,544,20501,1
69,54708,573,26832,1
28,48590,325,21105,0
28,84024,615,47174,1
39,31989,618,49998,0
52,53727,342,1494,0
51,59398,593,42529,1
49,58560,549,33411,0
61,55331,611,23339,1
31,53231,724,14743,1
65,84267,487,39418,0
33,30128,654,18639,0
47,44055,611,8567,0
39,77359,745,11674,0
46,48646,455,24881,1
57,87149,336,1783,1
68,94550,846,44777,1
29,22120,737,42576,1
48,23391,626,44686,0
52,30158,653,32556,0
23,61699,561,35823,1
52,43746,318,47172,1
25,33045,661,5610,1
28,74153,307,33588,0
34,60024,731,5555,1
23,89379,777,43428,0
44,78141,749,20239,1
33,26129,672,10970,0
63,88746,835,20205,1
49,95505,418,36430,0
28,58284,756,47128,0
62,68056,308,24694,1
51,30626,746,4757,0
46,74639,467,27542,1
38,40937,662,4655,0
38,38663,566,44111,0
27,95095,628,25371,1
68,63727,315,5055,0
58,27305,580,4743,1
68,41940,715,30726,0
36,84006,777,20621,1
53,64146,740,22302,0
23,33657,596,10090,0
58,20699,679,36247,0
24,93101,364,9930,0
56,27109,459,44705,1
24,94323,475,39126,1
62,70165,424,43537,1
29,45115,374,44176,0
60,85547,804,5345,1
37,30135,638,41334,1
37,40843,434,49537,1
53,20661,776,30323,1
40,92917,352,3811,1
34,81753,527,21187,0
42,41958,399,38320,0
47,29614,776,14410,0
63,91407,648,32876,1
23,86115,334,38969,1
44,69647,558,25951,1
50,99006,665,31002,1
28,98615,780,33206,1
42,35650,619,20345,1
45,33854,438,1454,1
30,87672,429,49405,1
69,90599,682,33983,1
49,74603,398,3082,0
60,36590,713,22013,1
21,64391,320,3970,0
41,55898,740,1714,1
59,38238,654,16609,0
44,74730,607,15972,0
29,58032,497,15958,1
64,38044,757,37230,1
46,35712,820,8780,1
29,24979,780,1338,0
40,94012,331,11953,1
55,81332,657,39126,1
56,36641,411,38328,0
62,50711,558,4401,0
56,62882,576,16651,0
29,84152,627,18296,0
42,60780,415,46737,0
21,78583,537,28563,0
25,68573,832,12178,1
29,47870,597,24794,1
57,55781,357,16665,0
58,74376,414,44797,1
39,41001,687,46917,0
28,99601,612,24985,1
62,20887,847,39468,1
63,86280,552,39146,1
52,39820,351,40104,0
33,41547,751,30264,1
40,87240,821,44504,1
56,77554,451,24731,0
63,89600,665,6141,1
64,71108,808,10248,1
57,30718,351,48508,0
50,70854,569,7272,0
30,24214,549,10347,0
51,79500,759,33424,1
45,97038,798,16493,0
49,62026,411,11779,0
44,30007,402,34227,0
59,68916,311,6996,1
41,59305,769,35803,1
61,48205,531,38881,0
29,69349,803,7614,1
62,60399,754,23539,1
62,47947,336,44113,1
22,65275,449,14487,1
24,24963,436,41121,0
28,67197,763,25364,1
52,42680,415,21768,1
34,79916,640,8316,1
69,41246,628,24414,1
33,82885,695,29776,0
41,23341,415,2272,0
44,27747,628,28961,1
38,93984,774,4047,1
65,96476,334,25154,0
60,83409,662,10265,0
46,50627,465,7144,0
52,91949,686,15879,0
64,91270,527,48200,1
53,61596,732,29032,0
51,50786,525,20345,1
38,43999,315,20551,1
55,36518,467,11667,0
32,48407,307,1208,0
45,84303,737,44019,0
65,49501,734,33417,0
51,55280,685,33870,0
30,75257,465,46247,0
67,49045,611,41339,0
54,44432,831,8123,1
23,75697,351,16790,0
66,46745,620,17694,0
59,49443,574,47136,0
28,64917,752,12839,1
52,54000,575,9543,1
63,64332,607,46954,0
49,79024,390,5299,1
42,25653,740,10115,1
40,75078,717,16560,0
26,89625,718,38337,0
63,45194,698,21357,1
69,85519,558,35052,1
49,63748,303,8368,0
62,71996,512,44958,0
37,65638,705,49621,1
51,83144,368,13641,1
54,78040,530,27618,1
58,47980,582,37661,1
57,47011,605,42405,1
24,46086,567,27722,0
22,90498,437,17451,0
32,63278,348,10082,0
55,86393,334,44980,1
26,85158,481,10063,1
66,83636,419,10748,0
28,73434,567,27195,0
41,36403,775,17003,1
66,74609,577,17479,1
55,22420,536,7810,1
68,31218,543,43310,1
35,60691,820,26437,0
27,50134,553,25918,0
35,23133,543,8196,0
65,80901,335,46752,1
26,85370,460,10696,1
67,67054,440,39481,0
37,60503,753,13839,1
24,70570,432,36230,0
42,89226,573,36079,0
52,65231,317,21092,0
42,67934,575,1962,1
47,21562,659,1162,1
66,89922,321,15181,1
35,38561,516,1330,0
64,72962,765,33739,0
42,53246,792,43739,0
48,20263,793,34775,1
62,26646,500,44123,0
58,96684,564,11838,1
29,46012,588,13996,0
54,67578,562,37253,0
56,38389,716,10124,0
29,99889,365,26231,0
35,72292,810,37294,1
65,45483,755,5724,0
40,52897,392,8264,0
28,61897,479,43751,1
48,40102,334,44009,1
39,91385,595,19605,1
36,85550,727,3052,1
31,33807,594,11982,1
62,95765,831,10212,1
28,89024,652,25379,1
53,66062,514,18038,0
30,45282,352,19817,1
38,92111,439,42431,0
55,34272,747,4740,0
63,73283,325,9796,0
23,73994,849,18108,1
60,75809,587,17536,1
47,99904,496,27005,0
48,59260,411,30010,0
66,25499,770,37029,1
26,49317,668,44660,1
67,31178,681,48293,1
34,23939,327,17293,1
27,89210,446,10599,1
30,47287,609,4256,0
35,78357,677,27912,1
51,29154,380,2278,1
49,77916,314,11784,1
62,32034,514,3359,1
37,49737,322,18803,0
49,20815,635,19682,0
69,85496,489,43972,0
64,59735,580,39812,1
35,70362,459,4131,0
46,72286,684,27944,1
32,74607,583,12415,0
45,49496,390,24620,1
61,98996,792,46496,1
25,97790,783,27658,0
24,31957,439,31348,1
64,84180,762,23687,0
68,27852,319,28497,0
61,86800,638,28162,0
51,43203,709,11754,1
23,67678,733,26918,0
23,61853,501,30781,0
46,68362,324,36524,1
37,30364,330,1554,0
30,47739,767,2146,1
22,82176,506,2035,1
44,68834,701,26563,1
31,58304,467,47222,0
44,45814,642,38157,1
55,36057,366,25866,0
43,38201,310,13396,1
52,69918,710,38135,0
43,69724,464,18380,0
54,73615,439,6823,0
61,66480,780,14966,0
39,58088,711,18631,0
22,63292,561,12193,1
22,69902,805,15586,0
35,43738,512,3639,0
41,87954,644,41248,1
55,88524,335,29051,0
25,55618,343,20686,0
63,88915,706,16903,0
